Literal,row_count,unique_codes,unique_y_categories,codes,y_categories,is_duplicate_literal,same_literal_multiple_codes,same_literal_multiple_y_categories
Abdominalgia,1,1,1,R109,R,False,False,False
Aborto Diferido,1,1,1,O021,O,False,False,False
Aborto complert,1,1,1,63492,6,False,False,False
Aborto diferido,1,1,1,632,6,False,False,False
Abrasión en rodilla izq,1,1,1,S80212A,S,False,False,False
Absces de pulmo,1,1,1,5130,5,False,False,False
Absces periamigdalar,1,1,1,475,4,False,False,False
Absces tubo-ovaric,1,1,1,6142,6,False,False,False
Absces vulva,1,1,1,6164,6,False,False,False
Absceso Mama derecha,1,1,1,N611,N,False,False,False
Absceso axila derecha,1,1,1,L02411,L,False,False,False
Absceso de mama izquierda,1,1,1,N611,N,False,False,False
Absceso de pared abdominal,1,1,1,6822,6,False,False,False
Absceso en Labio mayor izquierdo,1,1,1,N764,N,False,False,False
Absceso glándula Bartholino,1,1,1,N751,N,False,False,False
Absceso glándula Bartholino izquierda,1,1,1,N751,N,False,False,False
Absceso mama,1,1,1,N611,N,False,False,False
Absceso mama derecha,1,1,1,N611,N,False,False,False
Absceso muslo derecho,1,1,1,L02415,L,False,False,False
Absceso odontogeno,1,1,1,5225,5,False,False,False
Absceso periamigdalino,1,1,1,475,4,False,False,False
Absceso perianal,1,1,1,K610,K,False,False,False
Absceso pulmonar,1,1,1,5130,5,False,False,False
Absceso tubo ovárico D,1,1,1,N7093,N,False,False,False
Absceso tubo-ovárico,1,1,1,N7093,N,False,False,False
Absceso vulvar,1,1,1,N764,N,False,False,False
Abscesos inguinales,1,1,1,L02214,L,False,False,False
Abscesos tubo-ováricos bilaterales,1,1,1,N7093,N,False,False,False
Abscés anal,1,1,1,K610,K,False,False,False
Abscés de la glàndula de Bartholin,1,1,1,N751,N,False,False,False
Abscés de pulmó,1,1,1,5130,5,False,False,False
Abscés intestinal,1,1,1,K630,K,False,False,False
Abscés parafaringi,1,1,1,47822,4,False,False,False
Abscés periamigdalí,1,1,1,J36,J,False,False,False
Abscés vulvar,1,1,1,N764,N,False,False,False
Abuela Ca mama,1,1,1,V163,V,False,False,False
Abuso de alcohol,1,1,1,F1010,F,False,False,False
Acalasia,1,1,1,5300,5,False,False,False
Acidemia propiónica,1,1,1,E71121,E,False,False,False
Acidosi,1,1,1,E872,E,False,False,False
Acidosi tubular renal,1,1,1,58889,5,False,False,False
Acidosis metabólica,1,1,1,2762,2,False,False,False
Acné juvenil,1,1,1,L708,L,False,False,False
Acné papulopustuloso,1,1,1,7061,7,False,False,False
Acromioplastia derecho,1,1,1,0RQG4ZZ,0,False,False,False
Actelèctasia,1,1,1,5180,5,False,False,False
Acufenos,1,1,1,H9319,H,False,False,False
Acúfeno bilateral,1,1,1,H9313,H,False,False,False
Adenoca . de endometrio,1,1,1,C541,C,False,False,False
Adenocarcinima de endometrio,1,1,1,C541,C,False,False,False
Adenocarcinoma,1,1,1,81403,8,False,False,False
Adenocarcinoma cervical,1,1,1,C539,C,False,False,False
Adenocarcinoma de colon,1,1,1,1539,1,False,False,False
Adenocarcinoma de cérvix,1,1,1,C539,C,False,False,False
Adenocarcinoma de endometrio,1,1,1,1820,1,False,False,False
Adenocarcinoma de próstata,1,1,1,C61,C,False,False,False
Adenocarcinoma de próstata historia,1,1,1,Z8546,Z,False,False,False
Adenocarcinoma de pulmón en LSD,1,1,1,C3411,C,False,False,False
Adenocarcinoma endocervical,1,1,1,C530,C,False,False,False
Adenocarcinoma endometrio,1,1,1,C541,C,False,False,False
Adenocarcinoma endometrioide,1,1,1,C541,C,False,False,False
Adenocarcinoma in situ endocervical,1,1,1,D060,D,False,False,False
Adenocarcinoma prostático,1,1,1,C61,C,False,False,False
Adenocarcinoma pulmonar,1,1,1,1629,1,False,False,False
Adenocarninoma,1,1,1,81403,8,False,False,False
Adenocarninoma próstata,1,1,1,C61,C,False,False,False
Adenoidectomia,1,1,1,286,2,False,False,False
Adenoidectomía 2,1,1,1,283,2,False,False,False
Adenoidectomía.Amigdalectomía,1,1,1,283,2,False,False,False
AdenoidectomíaAmigdalotomía,1,1,1,283,2,False,False,False
Adenoma,1,1,1,81400,8,False,False,False
Adenoma de próstata grado II,1,1,1,D291,D,False,False,False
Adenoma hipofisario,1,1,1,D352,D,False,False,False
Adenoma paratiroides,1,1,1,2271,2,False,False,False
Adenoma pleomorfo,1,1,1,89400,8,False,False,False
Adenoma pleomorfo de parótida derecha,1,1,1,D110,D,False,False,False
Adenoma tubular,1,1,1,82110,8,False,False,False
Adenomioma,1,1,1,89320,8,False,False,False
Adenopatías axilares,1,1,1,R590,R,False,False,False
Adenovirus,1,1,1,B340,B,False,False,False
Adherencia parto,1,1,1,O9962,O,False,False,False
Adherencias,1,1,1,K660,K,False,False,False
Adherencias part,1,1,1,O9962,O,False,False,False
Adiro,1,1,1,Z7982,Z,False,False,False
Afasia,1,1,1,R4701,R,False,False,False
Aflojamiento PTC derecha,1,1,1,T84030A,T,False,False,False
Afonía,1,1,1,R491,R,False,False,False
Aftas orales,1,1,1,K120,K,False,False,False
Agenesia renal izquierda,1,1,1,Q600,Q,False,False,False
Agitació psicomotriu,1,1,1,R451,R,False,False,False
Agorafobia,1,1,1,F4002,F,False,False,False
Agorofobia,1,1,1,30022,3,False,False,False
Aguas teñidas,1,1,1,O770,O,False,False,False
Ahogamiento,1,1,1,T751XXA,T,False,False,False
Aislamiento,1,1,1,9984,9,False,False,False
Akin pie derecho,1,1,1,0QSQ04Z,0,False,False,False
Al#lèrgica al Nolotil,1,1,1,V146,V,False,False,False
Al.lèrgia al LÀTEX,1,1,1,Z91040,Z,False,False,False
Al.lèrgia al metamizol,1,1,1,V146,V,False,False,False
Albuminuria,1,1,1,R809,R,False,False,False
Alcalosis metabólica,1,1,1,E873,E,False,False,False
Alcohol,1,1,1,F1010,F,False,False,False
Alcohol part,1,1,1,F1010,F,False,False,False
Alcoholismo,1,1,1,F1020,F,False,False,False
Alergia AAS,1,1,1,Z886,Z,False,False,False
Alergia AUGMENTINE,1,1,1,V141,V,False,False,False
Alergia Amoxicilina,1,1,1,Z880,Z,False,False,False
Alergia Augmentine,1,1,1,Z880,Z,False,False,False
Alergia BETADINE,1,1,1,Z888,Z,False,False,False
Alergia Betalactámicos,1,1,1,Z881,Z,False,False,False
Alergia Diclofenaco,1,1,1,Z888,Z,False,False,False
Alergia Ibuprofèn,1,1,1,Z886,Z,False,False,False
Alergia Macrólidos,1,1,1,Z881,Z,False,False,False
Alergia Metamizol,1,1,1,Z886,Z,False,False,False
Alergia Niquel,1,1,1,Z91048,Z,False,False,False
Alergia OMEPRAZOL,1,1,1,V148,V,False,False,False
Alergia PARACETAMOL,1,1,1,Z886,Z,False,False,False
Alergia Penicilina,1,1,1,Z880,Z,False,False,False
Alergia SULFAMIDAS,1,1,1,Z882,Z,False,False,False
Alergia Tiomersal,1,1,1,Z883,Z,False,False,False
Alergia VANCOMICINA,1,1,1,V141,V,False,False,False
Alergia Voltaren,1,1,1,Z888,Z,False,False,False
Alergia a AINES,1,1,1,Z886,Z,False,False,False
Alergia a AINEs,1,1,1,V146,V,False,False,False
Alergia a Amoxicilina,1,1,1,Z880,Z,False,False,False
Alergia a Augmentine,1,1,1,Z881,Z,False,False,False
Alergia a CODEÍNA,1,1,1,V146,V,False,False,False
Alergia a Cefalosporinas,1,1,1,Z881,Z,False,False,False
Alergia a Ibuprofeno,1,1,1,Z886,Z,False,False,False
Alergia a Kiwi,1,1,1,V1505,V,False,False,False
Alergia a Lamotrigina,1,1,1,Z888,Z,False,False,False
Alergia a Meropenem,1,1,1,Z881,Z,False,False,False
Alergia a Metamizol,1,1,1,Z886,Z,False,False,False
Alergia a Nolotil,1,1,1,Z886,Z,False,False,False
Alergia a Norfloxacino,1,1,1,Z881,Z,False,False,False
Alergia a PENICILINA,1,1,1,V140,V,False,False,False
Alergia a PENICILINAS,1,1,1,Z880,Z,False,False,False
Alergia a PIRAZOLONAS,1,1,1,Z886,Z,False,False,False
Alergia a Pirazolonas,1,1,1,Z886,Z,False,False,False
Alergia a acaros,1,1,1,V1506,V,False,False,False
Alergia a atropina,1,1,1,Z888,Z,False,False,False
Alergia a clavulánico,1,1,1,V141,V,False,False,False
Alergia a codeina,1,1,1,Z886,Z,False,False,False
Alergia a colirio,1,1,1,Z888,Z,False,False,False
Alergia a ibuprofeno,1,1,1,Z886,Z,False,False,False
Alergia a la PENICILINA,1,1,1,V140,V,False,False,False
Alergia a la Penicilina,1,1,1,V140,V,False,False,False
Alergia a la amoxicilina,1,1,1,V141,V,False,False,False
Alergia a la codeína,1,1,1,Z886,Z,False,False,False
Alergia a la penicilina,1,1,1,V140,V,False,False,False
Alergia a la proteína de la leche de vaca,1,1,1,5798,5,False,False,False
Alergia a las sulfamidas,1,1,1,Z882,Z,False,False,False
Alergia a melocoton,1,1,1,Z91018,Z,False,False,False
Alergia a metamizol,1,1,1,V146,V,False,False,False
Alergia a nolotil,1,1,1,Z886,Z,False,False,False
Alergia a nolotil.,1,1,1,Z886,Z,False,False,False
Alergia a paracetamol,1,1,1,V146,V,False,False,False
Alergia a penicilinas,1,1,1,Z880,Z,False,False,False
Alergia a salicilatos,1,1,1,Z886,Z,False,False,False
Alergia a tetraciclinas,1,1,1,Z881,Z,False,False,False
Alergia a ácaros,1,1,1,Z91038,Z,False,False,False
Alergia aas,1,1,1,Z886,Z,False,False,False
Alergia aines,1,1,1,Z888,Z,False,False,False
Alergia al Ibuprofeno,1,1,1,V146,V,False,False,False
Alergia al Látex,1,1,1,Z91040,Z,False,False,False
Alergia al Níquel,1,1,1,Z91048,Z,False,False,False
Alergia al diclofenaco,1,1,1,V148,V,False,False,False
Alergia al esparadrapo,1,1,1,Z91048,Z,False,False,False
Alergia al huevo,1,1,1,Z91012,Z,False,False,False
Alergia al kiwi,1,1,1,Z91018,Z,False,False,False
Alergia al marisco,1,1,1,Z91013,Z,False,False,False
Alergia al nolotil,1,1,1,V146,V,False,False,False
Alergia al níquel,1,1,1,Z91048,Z,False,False,False
Alergia amoxicilina,1,1,1,Z880,Z,False,False,False
Alergia codeina,1,1,1,Z886,Z,False,False,False
Alergia diclofenaco,1,1,1,Z886,Z,False,False,False
Alergia ibuprofeno,1,1,1,Z886,Z,False,False,False
Alergia lidocaina,1,1,1,Z884,Z,False,False,False
Alergia lidocaína,1,1,1,Z884,Z,False,False,False
Alergia melocotón,1,1,1,Z91018,Z,False,False,False
Alergia metamizol,1,1,1,Z886,Z,False,False,False
Alergia niquel,1,1,1,Z91048,Z,False,False,False
Alergia paracetamol,1,1,1,Z886,Z,False,False,False
Alergia parietaria,1,1,1,V1506,V,False,False,False
Alergia pelo,1,1,1,Z91048,Z,False,False,False
Alergia perros,1,1,1,Z91048,Z,False,False,False
Alergia polen,1,1,1,Z91048,Z,False,False,False
Alergia pólen,1,1,1,Z91048,Z,False,False,False
Alergia ácaros,1,1,1,V1506,V,False,False,False
Alergia: Ciprofloxacino,1,1,1,Z881,Z,False,False,False
Alergia: ibuprofeno,1,1,1,V146,V,False,False,False
Alergia: penicilina,1,1,1,Z880,Z,False,False,False
Alergia:Penicilina,1,1,1,V140,V,False,False,False
Alergias a AAS,1,1,1,Z886,Z,False,False,False
Alergias a INZITAN,1,1,1,V148,V,False,False,False
Alergias a penicilinas,1,1,1,Z880,Z,False,False,False
Alergias alimentarias,1,1,1,Z91018,Z,False,False,False
Alergias anestésico,1,1,1,V144,V,False,False,False
Alergias contraste iodado,1,1,1,V1508,V,False,False,False
Alergias medicamentosas: AAS,1,1,1,Z886,Z,False,False,False
Alergias medicamentosas: NOLOTIL,1,1,1,V146,V,False,False,False
Alergias medicamentosas: Sulfamidas,1,1,1,Z882,Z,False,False,False
Alergias medicamentosas:-Sulfamidas,1,1,1,V142,V,False,False,False
Alergias medicamentosas; AAS.,1,1,1,Z886,Z,False,False,False
Alergias: Metamizol,1,1,1,Z886,Z,False,False,False
Alergica a AAS,1,1,1,Z886,Z,False,False,False
Alergica a PENICILINA,1,1,1,V140,V,False,False,False
Alergica a Polen,1,1,1,Z91048,Z,False,False,False
Alergica a contrastes,1,1,1,Z91041,Z,False,False,False
Alergica a la PENICILINA,1,1,1,Z880,Z,False,False,False
Alergica a la Penicilina,1,1,1,V140,V,False,False,False
Alergica a las Sulfamidas,1,1,1,Z882,Z,False,False,False
Alergica a penicilina,1,1,1,Z880,Z,False,False,False
"Alergica a: AAS ,??",1,1,1,Z886,Z,False,False,False
Alergica a: beta lactámicos,1,1,1,Z881,Z,False,False,False
Alergica a: nueces,1,1,1,Z91018,Z,False,False,False
Alergica a:METAMIZOL,1,1,1,Z886,Z,False,False,False
Alergica a:Niquel,1,1,1,Z91048,Z,False,False,False
Alergica a:Penicilina,1,1,1,Z880,Z,False,False,False
Alergica a:Quinolona,1,1,1,Z881,Z,False,False,False
Alergica al ibuprofeno,1,1,1,Z886,Z,False,False,False
Alergica al látex,1,1,1,V1507,V,False,False,False
Alergica al niquel,1,1,1,Z91048,Z,False,False,False
Alergica amoxicilina,1,1,1,Z880,Z,False,False,False
Alergico a la PENICILINA,1,1,1,V140,V,False,False,False
Alergico a la penicilina,1,1,1,V140,V,False,False,False
Alergía a ibuprofeno,1,1,1,V146,V,False,False,False
Alergía frutos secos,1,1,1,Z91018,Z,False,False,False
Alfa talasemia,1,1,1,28243,2,False,False,False
Alfa-talasemia,1,1,1,28243,2,False,False,False
Alimentación parenteral,1,1,1,3E0436Z,3,False,False,False
Alivio de expulsivo,1,1,1,O631,O,False,False,False
Alivio expulsivo,1,1,1,O631,O,False,False,False
Alteración de la marcha,1,1,1,R2689,R,False,False,False
Altres dolors aguts,1,1,1,33819,3,False,False,False
Alumbramiento: Dirigido con revisión de cavidad,1,1,1,0UJD7ZZ,0,False,False,False
Alzeheimer,1,1,1,F0280,F,False,False,False
Alzehimer 2,1,1,1,29410,2,False,False,False
Alzheimer 2,1,1,1,29410,2,False,False,False
Al·lergia acaros,1,1,1,V1506,V,False,False,False
Al·lergia: peix,1,1,1,Z91013,Z,False,False,False
Al·lèrgia a l'ou,1,1,1,V1503,V,False,False,False
Al·lèrgies: als àcars,1,1,1,V1506,V,False,False,False
Alérgia PenicilINA,1,1,1,V140,V,False,False,False
Alérgia al nolotil,1,1,1,V146,V,False,False,False
Alérgia gramineas,1,1,1,Z91048,Z,False,False,False
Alérgia gramíneas,1,1,1,Z91048,Z,False,False,False
Alérgia polen,1,1,1,Z91048,Z,False,False,False
Alérgica AAS,1,1,1,Z886,Z,False,False,False
Alérgica a AAS,1,1,1,Z886,Z,False,False,False
Alérgica a AAS e ibuprofeno,1,1,1,Z886,Z,False,False,False
Alérgica a Beta-lactámicos,1,1,1,Z881,Z,False,False,False
Alérgica a Diclofenaco,1,1,1,Z886,Z,False,False,False
Alérgica a IBUPROFENO,1,1,1,V146,V,False,False,False
Alérgica a Mercurio,1,1,1,Z91048,Z,False,False,False
Alérgica a PENICILINA,1,1,1,Z880,Z,False,False,False
"Alérgica a TENOXICA,, RENTENOX, TILCOTIL, BUSCAPINA",1,1,1,V148,V,False,False,False
Alérgica a codeina,1,1,1,Z886,Z,False,False,False
Alérgica a gramíneas,1,1,1,Z91048,Z,False,False,False
Alérgica a la Penicilina,1,1,1,Z880,Z,False,False,False
Alérgica a la penicilina,1,1,1,Z880,Z,False,False,False
Alérgica a los Aines,1,1,1,Z886,Z,False,False,False
Alérgica a penicilina,1,1,1,Z880,Z,False,False,False
Alérgica a: AINES,1,1,1,Z888,Z,False,False,False
Alérgica a: AMOXICILINA,1,1,1,Z880,Z,False,False,False
Alérgica a: Gramineas,1,1,1,Z91048,Z,False,False,False
Alérgica a: Penicilina,1,1,1,Z880,Z,False,False,False
Alérgica a: gramineas,1,1,1,Z91048,Z,False,False,False
Alérgica a: nolotil,1,1,1,Z886,Z,False,False,False
Alérgica a: pólen,1,1,1,Z91048,Z,False,False,False
Alérgica a: Ácido clavulánico,1,1,1,Z881,Z,False,False,False
Alérgica a:AAS,1,1,1,Z886,Z,False,False,False
Alérgica a:gramineas,1,1,1,Z91048,Z,False,False,False
Alérgica al NOLOTIL,1,1,1,V146,V,False,False,False
Alérgica al niquel,1,1,1,Z91048,Z,False,False,False
Alérgica al níquel,1,1,1,Z91048,Z,False,False,False
Alérgica al optalidon,1,1,1,Z888,Z,False,False,False
Alérgica contraste,1,1,1,Z91041,Z,False,False,False
Alérgica frutos secos,1,1,1,V1505,V,False,False,False
Alérgica penicilina,1,1,1,V140,V,False,False,False
Alérgico a Optalidón,1,1,1,Z886,Z,False,False,False
Alérgico a Penicilina,1,1,1,Z880,Z,False,False,False
Alérgico a la penicilina,1,1,1,V140,V,False,False,False
Alérgico a los AINES,1,1,1,Z886,Z,False,False,False
Alérgico a sulfamidas,1,1,1,V142,V,False,False,False
Alérgico a terramicina,1,1,1,Z881,Z,False,False,False
Amaurosis fugax,1,1,1,G453,G,False,False,False
Ambientales,1,1,1,Z91048,Z,False,False,False
Ambliopia OD,1,1,1,H53001,H,False,False,False
Ambliopia OI,1,1,1,H53002,H,False,False,False
Ambliopia OI.,1,1,1,H53002,H,False,False,False
Amchafibrin,1,1,1,3E033GC,3,False,False,False
Amenada de parto prematuro,1,1,1,O6003,O,False,False,False
Amenaza de Parto Pretérmino,1,1,1,O6003,O,False,False,False
Amenaza de parto immaduro,1,1,1,64403,6,False,False,False
Amenaza de parto prematuro,1,1,1,O6003,O,False,False,False
Amenaza de parto pretérmino,1,1,1,O6003,O,False,False,False
Amenaça avortament,1,1,1,64003,6,False,False,False
Amenorrea 40,1,1,1,Z3A40,Z,False,False,False
Amenorrea : 40,1,1,1,Z3A40,Z,False,False,False
Amenorrea : 40 +,1,1,1,Z3A40,Z,False,False,False
Amenorrea: 40,1,1,1,Z3A40,Z,False,False,False
Amenorrea: 40 +,1,1,1,Z3A40,Z,False,False,False
Amenorrea: 40+,1,1,1,Z3A40,Z,False,False,False
Amenorrea: 41 +,1,1,1,O480,O,False,False,False
Amigdalectomia,1,1,1,282,2,False,False,False
Amigdalectomía,1,1,1,282,2,False,False,False
Amigdalectomía bilateral,1,1,1,282,2,False,False,False
Amigdalitis,1,1,1,463,4,False,False,False
Amigdalitis a repetición,1,1,1,47400,4,False,False,False
Amigdalitis crònica,1,1,1,47400,4,False,False,False
Amigdalitis estreptococcica,1,1,1,0340,0,False,False,False
Amigdalotomia,1,1,1,280,2,False,False,False
Amikacina,1,1,1,3E03329,3,False,False,False
Amnesia inmediatra,1,1,1,78093,7,False,False,False
Amniocentesi,1,1,1,751,7,False,False,False
Amniodrenaje,1,1,1,10903ZU,1,False,False,False
Amniorrexis rn,1,1,1,P011,P,False,False,False
Amniorrexis:,1,1,1,O4202,O,False,False,False
Amniotomia,1,1,1,10907ZC,1,False,False,False
Amoxicilina,1,1,1,9921,9,False,False,False
Ampicil·lina,1,1,1,3E03329,3,False,False,False
Amígdalas hipertróficas,1,1,1,J351,J,False,False,False
Anafilaxia,1,1,1,9950,9,False,False,False
Analgesicos,1,1,1,3E033NZ,3,False,False,False
Analgèsia,1,1,1,9929,9,False,False,False
Anastomosis colorrectal,1,1,1,0D1M0ZP,0,False,False,False
Anemia,1,1,1,2859,2,False,False,False
Anemia PARTO,1,1,1,D649,D,False,False,False
Anemia aplásica,1,1,1,D619,D,False,False,False
Anemia de Blackfan Diamond,1,1,1,D6101,D,False,False,False
Anemia de enfermedad crónica,1,1,1,D638,D,False,False,False
Anemia ferropenia,1,1,1,D509,D,False,False,False
Anemia ferropenica,1,1,1,2809,2,False,False,False
Anemia ferropenica part,1,1,1,O3413,O,False,False,False
Anemia ferropènica,1,1,1,2809,2,False,False,False
Anemia ferropéncia parto,1,1,1,D509,D,False,False,False
Anemia ferropénica anteparto,1,1,1,2809,2,False,False,False
Anemia ferropénica cronica sangre,1,1,1,2800,2,False,False,False
Anemia ferropénica crónica sangre,1,1,1,2800,2,False,False,False
Anemia ferropénica parto,1,1,1,O9902,O,False,False,False
Anemia ferropénica por pérdidas digestivas,1,1,1,D500,D,False,False,False
Anemia ferropénica secundaria a pérdidas digestivas,1,1,1,D500,D,False,False,False
Anemia hemolítica autoinmune,1,1,1,2830,2,False,False,False
Anemia hipocromica microcitica,1,1,1,2809,2,False,False,False
Anemia macrocitica,1,1,1,2819,2,False,False,False
Anemia materna,1,1,1,64823,6,False,False,False
Anemia microcitica,1,1,1,D509,D,False,False,False
Anemia microcítica,1,1,1,D509,D,False,False,False
Anemia microcítica ferropénica,1,1,1,2809,2,False,False,False
Anemia microcítica hipocrómica,1,1,1,2809,2,False,False,False
Anemia microcítica/hipocrómica,1,1,1,D509,D,False,False,False
Anemia neonatal,1,1,1,P614,P,False,False,False
Anemia normocitica,1,1,1,D649,D,False,False,False
Anemia normocítica normocrómica,1,1,1,2859,2,False,False,False
Anemia parto,1,1,1,2859,2,False,False,False
Anemia perniciosa,1,1,1,2810,2,False,False,False
Anemia por déficit de B12,1,1,1,D519,D,False,False,False
Anemia por déficit de Vitamina B12,1,1,1,D518,D,False,False,False
Anemia post-quirúrgica,1,1,1,D62,D,False,False,False
Anemia postoperatoria,1,1,1,D62,D,False,False,False
Anemia postparto 2,1,1,1,2851,2,False,False,False
Anemia pueperio,1,1,1,O9081,O,False,False,False
Anemia puerperal 2,1,1,1,D62,D,False,False,False
Anemia puerperio,1,1,1,O9081,O,False,False,False
Anemia renal,1,1,1,D631,D,False,False,False
Anemia secundaria a hipermenorrea,1,1,1,D500,D,False,False,False
Anemias ferropénica cronica sangre,1,1,1,2800,2,False,False,False
Anemización postoperatoria,1,1,1,D62,D,False,False,False
Anemización secundaria a pérdidas digestivas,1,1,1,D500,D,False,False,False
Anemizante,1,1,1,D62,D,False,False,False
Aneurisma aorta abdominal,1,1,1,I714,I,False,False,False
Aneurisma carótida interna izquierda,1,1,1,I720,I,False,False,False
Aneurisma de aorta abdominal,1,1,1,I714,I,False,False,False
Aneurisma de aorta ascendente,1,1,1,I712,I,False,False,False
Aneurisma esplénico,1,1,1,I728,I,False,False,False
Anexectomia,1,1,1,V4577,V,False,False,False
Anexectomia Bilateral Laparoscopia,1,1,1,0UT74ZZ,0,False,False,False
Anexectomia bilateral lap,1,1,1,6563,6,False,False,False
Anexectomia bilateral laparoscópica,1,1,1,0UT74ZZ,0,False,False,False
Anexectomia izquierda,1,1,1,6549,6,False,False,False
Anexectomía IZQUIERDA lap,1,1,1,6541,6,False,False,False
Anexectomía bilateral LAPAROSCOPIA,1,1,1,0UT74ZZ,0,False,False,False
Anexectomía bilateral laparoscopia,1,1,1,0UT24ZZ,0,False,False,False
Anexectomía bilateral laparoscópica,1,1,1,0UT24ZZ,0,False,False,False
Anexectomía bilateral vía laparoscópica,1,1,1,6563,6,False,False,False
Anexectomía derecha lap,1,1,1,0UT04ZZ,0,False,False,False
Anexectomía derecha laparoscopia,1,1,1,0UT04ZZ,0,False,False,False
Anexectomía izquierda laparoscopia,1,1,1,0UT14ZZ,0,False,False,False
Anexohisterectomía,1,1,1,Z90710,Z,False,False,False
Angina,1,1,1,4139,4,False,False,False
Angina de esfuerzo,1,1,1,I208,I,False,False,False
Angina de esfuerzo estable,1,1,1,I209,I,False,False,False
Angina inestable,1,1,1,I200,I,False,False,False
Angio TAC abdomen,1,1,1,B420YZZ,B,False,False,False
Angio TC torácico,1,1,1,BW24Y0Z,B,False,False,False
Angio TaC abdomen,1,1,1,BW20Y0Z,B,False,False,False
Angio TaC torácico,1,1,1,BW24Y0Z,B,False,False,False
Angio tac torax,1,1,1,BW24Y0Z,B,False,False,False
Angio-TC toracic,1,1,1,BW24Y0Z,B,False,False,False
Angio-TC torácico,1,1,1,BW24Y0Z,B,False,False,False
Angio-TaC torácico,1,1,1,BW24Y0Z,B,False,False,False
AngioTAC torácico,1,1,1,B32S1ZZ,B,False,False,False
AngioTC abd,1,1,1,8801,8,False,False,False
AngioTC abdomen,1,1,1,B42CYZZ,B,False,False,False
AngioTC toracico,1,1,1,B32SZZZ,B,False,False,False
AngioTC torácica,1,1,1,8741,8,False,False,False
AngioTc,1,1,1,B420ZZZ,B,False,False,False
Angiodisplasia de colon,1,1,1,K5520,K,False,False,False
Angioma,1,1,1,91200,9,False,False,False
Angiomas,1,1,1,91200,9,False,False,False
Angor,1,1,1,4139,4,False,False,False
Anhidramnios,1,1,1,O4103X0,O,False,False,False
Anorexia,1,1,1,R630,R,False,False,False
Anorexia nerviosa,1,1,1,F5000,F,False,False,False
Anosmia,1,1,1,R430,R,False,False,False
Ansiedad,1,1,1,F419,F,False,False,False
Ansiedad generalizada,1,1,1,F411,F,False,False,False
Ansiedad-depresión,1,1,1,F418,F,False,False,False
Ansietat,1,1,1,F419,F,False,False,False
Ansioso-Depresivo,1,1,1,3004,3,False,False,False
Ansiosodepresivo,1,1,1,F341,F,False,False,False
Anterolistesis L4-L5,1,1,1,M4316,M,False,False,False
Anti D.,1,1,1,O360130,O,False,False,False
Anti d,1,1,1,3E0234Z,3,False,False,False
Anti-D.,1,1,1,O360130,O,False,False,False
Anti-d,1,1,1,3E0234Z,3,False,False,False
Antiagregado,1,1,1,Z7902,Z,False,False,False
Antibioteraia,1,1,1,3E03329,3,False,False,False
Antibioterapia intravenosa,1,1,1,9921,9,False,False,False
Antibioticos,1,1,1,9921,9,False,False,False
Antibioticoterapia,1,1,1,3E03329,3,False,False,False
Antibioticoterpia,1,1,1,3E03329,3,False,False,False
Antibiòtics,1,1,1,9921,9,False,False,False
Anticoagulacion,1,1,1,Z7901,Z,False,False,False
Anticoagulada,1,1,1,Z7901,Z,False,False,False
Antracosis,1,1,1,500,5,False,False,False
Antrostomia maxilar derecha,1,1,1,222,2,False,False,False
Anuria,1,1,1,R34,R,False,False,False
Anuscopia,1,1,1,4921,4,False,False,False
Anèmia posthemorràgica aguda,1,1,1,2851,2,False,False,False
Apencitis aguda,1,1,1,K3580,K,False,False,False
Apendicectomia,1,1,1,4709,4,False,False,False
Apendicectomía Laparoscopica,1,1,1,0DTJ4ZZ,0,False,False,False
Apendicectomía abierta,1,1,1,4709,4,False,False,False
Apendicitis,1,1,1,5409,5,False,False,False
Apendicitis aguda,1,1,1,K3580,K,False,False,False
Apendicitis aguda no especificada,1,1,1,K3580,K,False,False,False
