dataset,Literal_required_clean,token_len
train,celiaquia part,5
train,E72.53,6
train,Somnolencia,4
train,Absceso de pared abdominal,6
train,CÓLICO NEFRÍTICO,8
train,mf,4
train,linfadenectomía axilar izquierda,5
train,Hiperhidrosis palmoplantar,7
train,Rinitis alergica,6
train,nefropatia diabètica,7
train,Hiperhidratación,4
train,Pérdida de bienestar fetal,6
train,Talasemia minor part,6
train,z20822,5
train,Emesis gravidica,7
train,CIV,3
train,Prótesis rodilla dcha,5
train,Anafilaxia,4
train,REFLUX GASTRO-ESOFÀGIC,13
train,RE++,4
train,MIOPIA MAGNA PARTO,9
train,Gammaglobulina antiD,6
train,Pólipo endometrial,5
train,E. faecalis,5
train,Tabaco parto,4
train,papiloma mama izquierda,5
train,Apendicitis aguda,5
train,DAI,3
train,CATÉTER DOBLE J IZQUIERDO,10
train,anexectomía bilateral,5
train,GS AB+,5
train,Dolor toràcic inespecificat,10
train,ANEXECTOMÍA BILATERAL LAPAROSCOPIA,12
train,RxTx,4
train,bulimia nerviosa parto,5
train,ITU de repetición,5
train,Grupo Sanguíneo Materno: AB NEGATIVO,10
train,colestasis part,4
train,LITIASIS URETERAL IZQUIERDA,10
train,Serumteràpia,5
train,cistectomía radical laparoscópico,6
train,amenaza de parto inmaduro,7
train,mioma im,4
train,embarazo incidental,4
train,RX Torax,4
train,Historia de IAM,5
train,Síndrome de Dravet,6
train,retirada de Port-a-cath,10
train,Pielonefritis aguda por E .Coli,10
train,Grupo 0+,5
train,COVID rn,5
train,Graves,3
train,absceso tubo-ovárico derecho,8
train,FA lenta,4
train,SALPINGECTOMIA BILATERAL LAPAROSCÓPICA,15
train,Dislipémia,6
train,ex-fumador,5
train,Fibrilación auricular paroxísitca,8
train,Dolor lumbar,4
train,ITU 3t,5
train,eczema,3
train,Varices esenciales MID,6
train,Enfermedad del nodo sinusal,6
train,Ascitis a tensión,6
train,Ileitis,4
train,talla baja,4
train,Ecografía transfontanelar,7
train,HBA,4
train,Reemplaçament total de genoll,11
train,vph part,5
train,Fístula de LCR postquirúrgica,7
train,plaquetopenia part,4
train,tumorectomia mama derecha,6
train,Grupo sanguíneo: 0 Rh positivo,8
train,III plano OIDP,7
train,H.Pylori,6
train,umf,4
train,amenaza de parto pretérmino,6
train,halluz valgus 1,8
train,Criptorquidia,6
train,próteisis de cadera izquierda,8
train,Queratosis actínica,6
train,Cistadenoma seroso,7
train,hbp rao,7
train,Hemocultivo,4
train,TC COLUMNA CERVICAL,8
train,deterior cognitivo,4
train,sangrado pulmonar,4
train,Historia de fractura,5
train,anexectomía izquierda lap,7
train,rubéola no inmune,5
train,Estenosis mitral reumatica,6
train,Anuria,4
train,COVID parto,4
train,ecocardiograma,3
train,Neoplasia de recto,5
train,Osteoporosis parto,4
train,degarro 1,5
train,Hipotiroisimo parto,6
train,desgarro grado IIIa,6
train,apixaban,4
train,19 semanas,4
train,Antibioticos,4
train,protesis de cadera,5
train,RCIU,5
train,contracciones,3
train,reduccion fractura humer,7
train,hipermesis gravidica,7
train,Hipoproteinemia,5
train,Desviacion septal,6
train,TC de pelvis,5
train,levetiracetam,4
train,GS: 0+.,6
train,hipotiroidismo parto,4
train,ch,3
train,Histerectomía total,4
train,ERC grado 2,5
train,MIOMA UTERINO,7
train,Estenosis glotica,6
train,Hernia discal L3-L4,9
train,Cannabis ocasional,4
train,Convulsions no especificades,8
train,PSORIASIS,6
train,útero doble,4
train,desgarro clitoris,6
train,Inestabilitat uretral,7
train,HIPOTIR PARTO,6
train,uretroplastia,5
train,fibromialgia,3
train,carcinoma mama izquierda,5
train,historia pólipo colon,5
train,Antibióticoterapia,5
train,ANEMIA MIXTA,6
train,Mastitis aguda puerperal,6
train,Citrobacter koseri,8
train,Grupo: 0+.,6
train,Alergica al ibuprofeno,6
train,CIN 3 parto,5
train,hidramnios,5
train,cuadro catarral,4
train,anastomosis,3
train,coro,3
train,Dermatitis seborreica,4
train,gangli centinella,6
train,episitomia,6
train,fumadora parto,4
train,IMC &gt;40,8
train,Laceración en labios,7
train,Blefaroplastia superior,5
train,desgarro 1º,6
train,RPM 2,5
train,CPAP,3
train,EEG,3
train,analgesia,3
train,miomatoso,4
train,tac cerebro,4
train,Nódulo cuerdas vocales,5
train,Dermatitis atòpica,6
train,Residencia,3
train,polineuropatía diabetica,5
train,RECIÉN NACIDO,6
train,ferroterapia,4
train,esfinterotomia,5
train,Historia de tuberculosis,5
train,HIPOTIROIDISMO part,8
train,TAC toracoabdominal,5
train,ecografía transvaginal,4
train,inmunoglobulinas,3
train,enf PARTO,5
train,Deficit de vitamina B12,8
train,Shock Séptico,5
train,ALERGIA analgesico,5
train,MASTOPEXIA IZQUIERDA,8
train,Alérgica a IBUPROFENO,6
train,Esclerosis multiple parto,5
train,COVid parto,5
train,AMO tíbia,5
train,Mastectomia simple,5
train,adenomiosis,5
train,FID,3
train,"Grupo sanguíneo materno: 0 , Rh: Negativo",11
train,alcalosis metabólica,4
train,Anti D,4
train,dispepsia funcional,4
train,Eco vías urinarias,5
train,Desorientació,6
train,ANEXECTOMIA DERECHA LAPAROSCOPIA,12
train,ab negativo,4
train,Neutropènia post quimioteràpia,9
train,dolor articular,4
train,G43.909,7
train,sordera neurosensorial,4
train,40+4 semanas,6
train,desproporción cefalo-pélvica,9
train,dga2,5
train,Ansiedad parto,4
train,HISTERECTOMÍA SUBTOTAL,9
train,sueroteràpia,4
train,J96.01,6
train,Infección de orina,5
train,Hiperprolactinemia,6
train,Embaras ectopic,6
train,Protesis mamaries,6
train,Deterioro funcional progresivo,5
train,shock septico,5
train,taquicardia supraventricular,4
train,LEGRADO Aborto,7
train,nefroureterectomía izquierda laparoscópica,7
train,febril parto,4
train,Esofagitis péptica,6
train,Trastorno ventilatorio mixto,5
train,Desgarro tipo I,6
train,Estenosis uretral,4
train,Embolización,5
train,Insuficiencia venosa crónica,5
train,Obesidad morbida parto,6
train,SÍNDROME BRADI-TAQUICARDIA,10
train,reducción cerrada radio derecho,6
train,Gestación cronológicamente prolongada,7
train,biopsias peritoneales,5
train,Retención aguda de orina,7
train,Herniorrafia umbilical lap,7
train,oh esporadico,7
train,Tabaco part,4
train,MIOMECTOMÍA histeroscopica,9
train,T. adaptativo mixto,6
train,Rotura de membranas,5
train,ictericia,3
train,Analgesia,3
train,estress postraumatico,7
train,alergia a amoxicilina,5
train,linfadenectomía Aórtica,6
train,cólon irritable part,7
train,útero bicorne,6
train,lipotimia,4
train,eosinofilia,3
train,meningioma frontal derecho,5
train,Entropion,5
train,EIN,4
train,Hipertensión portal,4
train,Hipertrofia de cornete,6
train,Arritmia,4
train,Trasplantada renal,6
train,NEOPLASIA TESTICULAR izquierdo,9
train,CA EPIDERMOIDE,7
train,prolapso cervical,4
train,ARTRITIS,5
train,Grupo sanguíneo materno B negativo,7
train,IMc 39,5
train,Proteus mirabilis,5
train,edema EII,4
train,apnea,3
train,Vesícula biliar litiásica,5
train,Consumo enólico,4
train,Síndrome prostático,4
train,Torsió testicular,5
train,RAM AINEs,4
train,celestone,5
train,Rasgos Obsesivos de la personalidad,10
train,RETIRADA DE DOBLE J,10
train,Hipogammaglobulinèmia no familiar,9
train,SNG,3
train,Cesarea anterior,5
train,tce con pérdida de conciencia,8
train,Hiperferritinemia,7
train,Neoplàsia maligna de pròstata,11
train,CIN II parto,5
train,hipotir parto,5
train,ALERGICA A LA CODEINA,9
train,útero unicorne,6
train,TAC abd,4
train,HIV,3
train,41 SEM,4
train,Laringoscopia,5
train,Anemia Ferropénica parto,7
train,mastectomia conservadora de piel con protesis,9
train,METRORRAGIA POSTMENOPAUSICA,13
train,hTA gestacional parto,6
train,Hashimoto parto,5
train,corticoteràpia,4
train,656.41,6
train,N17.9,6
train,Streptococcus intermedius,5
train,Sintrom,3
train,Estenosis de uretra,5
train,Fumadora parto,4
train,CA ENDOMETRIO,7
train,ha tbc,5
train,40+5 semanas,6
train,CA. MAMA IZQUIERDO,7
train,trastorno bipolar parto,5
train,Amniotomia,5
train,intolerancia lactosa parto,5
train,mutación factor V Leiden,7
train,Plasma,3
train,carcinoma seroso,4
train,hashimoto part,5
train,Ligadura tubarica bilateral,8
train,neonato,3
train,Radiografia de tórax,6
train,amigdalectomia,4
train,neoplasia parotidea,6
train,Muguet oral,6
train,Historia de Carcinoma de mama derecha,8
train,Micoplasma,4
train,Virasis,4
train,Hipotiroidismo 3t,5
train,Sd de May-Thurner,9
train,retencion urinaria aguda,6
train,Ecografia abdomen,5
train,Dehiscencia de herida quirúrgica,8
train,Alérgico a los AINES,7
train,esclerosis múltiple,4
train,marcapasos DDDR,5
train,VOMITOS,5
train,hemiparesia derecha,4
train,part,3
train,Laringectomía total,6
train,Depressiva,5
train,HTA icc irc,7
train,- Rx tórax y abdomen,7
train,stent farmacoactivo,5
train,part,3
train,Cervicitis,5
train,SAHoS,5
train,COVID,3
train,linezolid,3
train,hipoalbúminemia,7
train,Hipotirodismo part,6
train,nefrectomía radical izquierda abierta,6
train,Ca endometrio,4
train,Escoliosis parto,5
train,Alergia a Cefalosporinas,6
train,Febrícula parto,5
train,Insuficiencia respiratoria hipoxémica aguda,7
train,carrer,4
train,obesidad mórbida parto,5
train,im ia it,5
train,"Déficit de vitamina D,",7
train,herpes genital parto,5
train,Enfermedad de Buerger,7
train,transfusión de 2 CH,6
train,PCR covid: negativa,6
train,ureterohidronefrosi,8
train,salpinguectomía izquerda,9
train,Otitis media crónica bilateral,6
train,rn 3,5
train,Ecografía Abdominal,4
train,rubeola no inmune,5
train,G47.35,6
train,cmv parto,5
train,Ovarios con múltiples quistes foliculares,9
train,UVEÏTIS,7
train,HTA irc anteparto,7
train,BIRD,4
train,historia familiar ca Mama,6
train,IMC:48,5
train,taquicardica,4
train,ecografías obs,4
train,anemai pp,6
train,Queratosis actínicas,7
train,AngioTC toracic,5
train,celiaca,3
train,gestación cronológicamente prolongada.,7
train,Hemorragia puerperal,4
train,Claudicacion intermitente,6
train,Ecocardiografía nen,4
train,Diabetes hipoglucemia,4
train,Preeclampsia gravedad,5
train,Hemivértebra,7
train,suturó cornea,6
train,UROPATÍA OBSTRUCTIVA BILATERAL,9
train,Epilpesia part,7
train,alcohol ocasional,4
train,Estancamiento pondoestatural,8
train,Bacteriemia CVC,5
train,Estancamiento ponderal,5
train,Hemicolectomía,5
train,pp,3
train,vaso vagales,5
train,Sd. piramidal izquierdo,6
train,40 +2 semanas,6
train,FPP,4
train,NEOPLASIA PROSTÁTICA,8
train,malas condiciones obstétricas,5
train,vessament pleural dret,7
train,hernia de hiato,5
train,Monocorial biamniótica,9
train,Histerectomia total,6
train,ha Tuberculosis,4
train,hipertiroidismo part,4
train,Cistitis,4
train,Politraumatismo,5
train,Desgarro III grado,6
train,Historia de SARS-CoV-2,9
train,Hernia discal C4-C5,9
train,Hernia umbilical,4
train,obesidad 2t,5
train,Utero miomatoso part,7
train,Portadora de PEG,5
train,ecografía abdomen,4
train,COLESTASIS parto,7
train,Historia parto prematuridad,5
train,leucemia aguda linfoblastica,7
train,leve deterioro de la función renal,8
train,dolor torácico,4
train,OTRA,3
train,Grupo sanguíneo: O +,7
train,rx femur der,6
train,acne,4
train,limfadenectomía pélvica,7
train,FA Crónica,4
train,útero miomatoso,5
train,z8739,5
train,punción folicuar,6
train,ca pancreas,5
train,K57.32,6
train,Prótesis mamaria,4
train,quiste anexiales bilateral,7
train,Grupo sanguíneo:0 Rh positivo,8
train,DM2 part,5
train,EcoAbdominal,5
train,Artritis reumatoide parto,5
train,APP,3
train,PROSTATITIS CRONICA,7
train,Enfisema pulmonar centroacinar,9
train,Septicemia puerperal,6
train,ESTERILIZACION,5
train,adherencias peritoneales,5
train,Escoliosis parto,5
train,Antibioteràpia,4
train,Fecaloma,5
train,40 semanas,4
train,GsRh: A positivo,9
train,LES con afectación articular,6
train,Parto,3
train,otra,3
train,Grupo sanguíneo materno A+,7
train,antibioticos,4
train,Parto,3
train,desgarro grado IIIA,6
train,Desgarro perineal IIIA,7
train,41 +3 semanas,6
train,condromalacia,5
train,diabetes gestacional con insulina,6
train,INSUFICIENCIA RENAL AGUDA,5
train,SÍNDROME SECA,5
train,ecografía obst,5
train,ansiedad part,4
train,desnutrición grave,4
train,neoplasia de mama bilateral,6
train,HIPERPARATIROIDIsMO PRIMARIO,11
train,Fibroadenoma juvenil,5
train,podálica,4
train,nutricion enteral sng,7
train,úlcera sacra grado IV,6
train,hipotiroidismo (,4
train,carcinoma seroso papilar,5
train,TC CRÁNEO,6
train,"Grupo sanguíneo materno:0 , Rh:+",11
train,Desgarro I (,6
train,asimetria mamaria,5
train,Angio-TC toracic,7
train,Hernia incisional incarcerada,9
train,Grupo sanguíneo: 0 negativo,7
train,Linfadenectomia axilar izquierda,7
train,TAC órbita,4
train,PERITONEALES,6
train,TROMBOCITOSI ESSENCIAL,9
train,Hipertension,4
train,Distonia,5
train,hiperlipemia part,5
train,Edema palpebral,4
train,Incontinencia,3
train,Radiografia de abdomen,6
train,EXPANSOR MAMARIO BILATERAL,9
train,Hipertensión,3
train,PFC,4
train,urbason,5
train,Gastrografin,5
train,Version Cefalica externa,7
train,Abuela Ca mama,6
train,Obesidad part,4
train,Sangrado menstrual abundante,5
train,Lipoma intramuscular,5
train,AdenoidectomíaAmigdalotomía,9
train,vph part,5
train,ILE por trisomía,6
train,T adaptativo,4
train,Bypass gástrico lap,7
train,VALVULOPLASTIA AÓRTICA,9
train,carcinoma mucinoso,6
train,profilactica ovario,6
train,suero glucosado,4
train,Osteoartritis,4
train,Pseudomona,4
train,tabaquismo,3
train,Pancreatitis aguda,4
train,amniorexis,6
train,Trombopenia Parto,5
train,Antibioticoteràpia,5
train,adenomas hipofisis,5
train,LEGRADO UTERINO EVACUADOR,12
train,HIPEREOSINOFILIA,8
train,Metástasis cutánea,4
train,urétero-hidronefrosis derecha,9
train,polhidramnios,6
train,ecografia obstetrica,5
train,ca mama masculina,5
train,Dermatitis atopica parto,7
train,rubeola no inmune,5
train,hipotir parto,5
train,leiomiomas submucosos,8
train,Miocardiopatía hipertensiva icc,6
train,: A negativo,6
train,hta irc 6 icc,9
train,colestasis part,4
train,SALPINGUECTOMÍA DERECHA LAPAROSCÓPICA,16
train,Obesidad Mórbida parto,7
train,claudicación intermitente,4
train,gastrectomia vertical laparoscopica,10
train,Gonartrosis bilateral,5
train,J21.0,6
train,R13.10,6
train,Nefropatía diabetica,6
train,Quiste dermoide,5
train,DTTB,4
train,Diabetes mellitus tipo 2,6
train,40+2 sem,6
train,Desgarro 4 grado,6
train,ALERGICA AL NOLOTIL,8
train,GSRH:O+,7
train,anèmia ferropènica parto,8
train,gemelar bicorial-biamniótica,10
train,Cataratas bilateras,5
train,Neoplasia. de ovario,6
train,CIN 2,4
train,prótesis,3
train,Doble anexectomia,5
train,folicular ovario,4
train,miositis,4
train,Interrupción legal del embarazo,7
train,Anemia secundaria a hipermenorrea,7
train,Adenoidectomía.Amigdalectomía,10
train,alfa talassemia,7
train,Hipertensión arterial gestacion parto,7
train,obesidad part,4
train,electroencefalograma,3
train,corticosteroides,3
train,analgesico,4
train,hh,4
train,presentación transversa,4
train,linfadenectomia paraórtica,7
train,HIPEREMESIS GRAVÍDICA,11
train,S. pneumoniae,5
train,recambio de expansor mamario,7
train,ALERGIA A LA CODEINA,8
train,depresión part,4
train,HEMOPERITONEO,8
train,Trastorno depresivo crónico,5
train,HTA irc 2,6
train,vaginitis parto,5
train,TAC craneal,4
train,sondaje gástrico,4
train,TC ARTERIAS PULMONARES,7
train,DOLOR PÉLVICO CRÓNICO,10
train,lavados vesicales continuos,5
train,Alzheimer 2,4
train,fibromialgia parto,4
train,FACO+LIO OD,7
train,Anti D,4
train,anemia 3t,5
train,Vasculitis leucocitoclástica,8
train,Shock hipovolemico qx,8
train,VPH part,4
train,Radiografía de cráneo,5
train,desgarro vulva,4
train,plaquetopenia,3
train,Sinusitis parto,6
train,Gammapatia Monoclonal,7
train,Sutura desgarro I grado,6
train,Puerperio,4
train,hta irc anteparto,8
train,heparina,3
train,Insuficiència respiratòria crònica agudo,8
train,amoxicilina-clavulánico,5
train,CITARABINA,6
train,Celiaca parto,5
train,fumadora part,4
train,Fracaso renal agudo,5
train,mastectomia simple,5
train,virus Zika,4
train,ltb LAPAROSCÓPICA,12
train,rectoscòpia,6
train,Historia de Quemadura,6
train,rotura de membranas,5
train,ESCLERODERMIA,8
train,gastroenteritis aguda,4
train,Deshidratacio hipertonica,9
train,síndrome del manguito de los rotadores,8
train,Uretrocele,5
train,Mioma intramural parto,7
train,PAAF higado,5
train,Canalización de vena umbilical,7
train,Síndrome de ojo seco,6
train,Factor V de Leiden parto,8
train,Hipermenorrees,6
train,rubeola NO inmune,5
train,linfadenectomía paraaórtica,6
train,HERNIA INGUINAL BILATERAL,8
train,misoprostol abortp,8
train,cocaina ocasional,5
train,Infección del tracto urinario,6
train,Dolicocolon,5
train,Insuficiencia respiratoria aguda,5
train,Mioma intramural,6
train,Vertigo,4
train,hemorragia post parto,5
train,Alergia polen,4
train,Hipotiroididsmo part,8
train,enterococo,4
train,artrosis,3
train,anèmia parto,5
train,part 41,4
train,COLECISTECTOMÍA LAPAROSCÓPICA,16
train,drepanocitosis,5
train,preeclampsia puerperal,4
train,TAC tórax-abdomen-pelvis,9
train,terapia VAC,4
train,K08.89,6
train,Canalización de vía periférica,7
train,TCE leve,4
train,Hiperplasia Benigna de Próstata,7
train,endometriosis ovárica,4
train,biopsias de peritoneo,5
train,Piometra,5
train,ÓSEA,5
train,golpe deporte,4
train,Feto grande para edad gestacional,8
train,neurobehçet,6
train,lal,4
train,rafi mandibular,5
train,Diabetes gestacional,4
train,Anemia ferropénica,4
train,PROSTATECTOMIA RADICAL,10
train,Foramen oval,5
train,Proctitis ulcerosa,5
train,Hiperplasia prostatica benigna,6
train,gastroparesia,4
train,Alergia Diclofenaco,5
train,Leishmaniosi visceral,7
train,Quiste anexial derecho,6
train,CÁNCER DE MAMA DERECHA,7
train,Balon de Cook,6
train,Obesitat,5
train,listesis lumbar,5
train,ANEXECTOMIA IZQUIERDA POR LAPAROSCOPIA,13
train,Hipertensión Insuficiencia renal crónica,6
train,GS: O POSITIVO,6
train,tabaco part,4
train,Kawasaki,4
train,Fractura h,4
train,TC abdominopélvico tras la administración de CIV,10
train,Linfadenectomia pélvica,6
train,Anemia posparto,4
train,PLAQUETES,5
train,Rubéola: NO INMUNE,9
train,Metrorragia,4
train,Pelvis congelada,6
train,cin,3
train,Cordón corto part,6
train,Hemorroides int,6
train,HISTERECTOMÍA,6
train,Alérgica a:AAS,8
train,marihuana parto,4
train,miomas subseroso parto,7
train,Vejiga neurógena,5
train,hipertensión arterial,4
train,nefrectomia radical lap,8
train,extrasístoles ventriculares,4
train,cefalea migrañosa,5
train,corticoides,3
train,Ecografia toràcica,7
train,O2,4
train,64631,5
train,Prematuridad,5
train,dorsalgia,4
train,Ecografia abdomen,5
train,Herpes genital part,5
train,Proctitis,4
train,Hipoacusia parto,4
train,ex- fumadora,5
train,FIEBRE,3
train,Hipotiroidismo 2t,5
train,RCFI húmero,5
train,anexectomía,4
train,Neuralgia trigeminal,7
train,Esclerosis múltiple parto,5
train,Carcinoma pulmonar,4
train,RDT,4
train,ambliopia oi,6
train,midazolam,3
train,Linfadenectomía paraórtica,8
train,Flemón periamigdalino izquierdo,8
